ticker,fund_sector
EVAC,Capital Goods
EVBS,Finance
EVEP,Energy
EVOL,Technology
EWBC,Finance
EXA,Technology
EXAC,Health Care
EXAR,Technology
EXAS,Health Care
EXEL,Health Care
EXFO,Capital Goods
EXLP,Public Utilities
EXLS,Miscellaneous
EXPD,Transportation
EXPE,Consumer Services
EXPO,Consumer Services
EXTR,Technology
EXXI,Energy
EZCH,Technology
EZPW,Consumer Services
FALC,Technology
FANG,Energy
FARM,Consumer Non-Durables
FARO,Capital Goods
FAST,Consumer Services
FB,Technology
FBIZ,Finance
FBMI,Finance
FBMS,Finance
FBNC,Finance
FBNK,Finance
FBRC,Finance
FBSS,Finance
FCAP,Finance
FCBC,Finance
FCCO,Finance
FCCY,Finance
FCEL,Energy
FCFS,Consumer Services
FCLF,Finance
FCNCA,Finance
FCTY,Finance
FCVA,Finance
FCZA,Finance
FDEF,Finance
FDML,Capital Goods
FEIC,Capital Goods
FEIM,Capital Goods
FELE,Consumer Durables
FES,Energy
FFBC,Finance
FFBCW,Finance
FFBH,Finance
FFCO,Finance
FFHL,Capital Goods
FFIC,Finance
FFIN,Finance
FFIV,Technology
FFKT,Finance
FFKY,Finance
FFNM,Finance
FFNW,Finance
FHCO,Basic Industries
FIBK,Finance
FINL,Consumer Services
FISI,Finance
FISV,Technology
FITB,Finance
FIVE,Consumer Services
FIZZ,Consumer Non-Durables
FLDM,Capital Goods
FLEX,Technology
FLIC,Finance
FLIR,Capital Goods
FLML,Health Care
FLOW,Capital Goods
FLWS,Consumer Services
FLXS,Consumer Durables
FMBI,Finance
FMER,Finance
FMNB,Finance
FNFG,Finance
FNGN,Finance
FNHC,Finance
FNLC,Finance
FNSR,Technology
FOLD,Health Care
FONR,Health Care
FORD,Consumer Non-Durables
FORM,Technology
FORR,Consumer Services
FORTY,Technology
FOSL,Consumer Non-Durables
FRAN,Consumer Services
FRBK,Finance
FRED,Consumer Services
FREE,Transportation
FRGI,Consumer Services
FRME,Finance
FRNK,Finance
FRP,Public Utilities
FSBK,Finance
FSBW,Finance
FSFG,Finance
FSGI,Finance
FSLR,Technology
FSRV,Finance
FSTR,Basic Industries
FSYS,Capital Goods
FTEK,Capital Goods
FTNT,Technology
FTR,Public Utilities
FUBC,Finance
FULT,Finance
FUNC,Finance
FURX,Health Care
FWLT,Basic Industries
FWRD,Transportation
FXCB,Finance
FXEN,Energy
GABC,Finance
GAGA,Consumer Non-Durables
GAI,Consumer Durables
GAIA,Consumer Services
GALE,Health Care
GALT,Health Care
GALTU,Health Care
GALTW,Health Care
GAME,Miscellaneous
GASS,Transportation
GBCI,Finance
GBLI,Finance
GBNK,Finance
GCBC,Finance
GCOM,Technology
GCVRZ,Health Care
GENC,Capital Goods
GENE,Health Care
GENT,Health Care
GEOS,Capital Goods
GERN,Health Care
GEVA,Health Care
GEVO,Basic Industries
GFED,Finance
GFN,Consumer Services
GGAL,Finance
GHDX,Health Care
GIFI,Capital Goods
GIGA,Capital Goods
GIGM,Technology
GIII,Consumer Non-Durables
GILD,Health Care
GILT,Technology
GIVN,Health Care
GK,Consumer Services
GKNT,Consumer Services
GLBS,Transportation
GLBZ,Finance
GLCH,Finance
GLDC,Consumer Non-Durables
GLDD,Basic Industries
GLNG,Consumer Services
GLPW,Capital Goods
GLRE,Finance
GLUU,Technology
GMAN,Consumer Services
GMCR,Consumer Non-Durables
GMETP,Energy
GMLP,Consumer Services
GNCMA,Public Utilities
GNMK,Health Care
GNTX,Capital Goods
GNVC,Health Care
GOLD,Basic Industries
GOOD,Consumer Services
GOODN,Consumer Services
GOODO,Consumer Services
GOODP,Consumer Services
GOOG,Technology
GPIC,Consumer Non-Durables
GPOR,Energy
GPRC,Basic Industries
GPRE,Basic Industries
GRFS,Health Care
GRIF,Finance
GRMN,Capital Goods
GROW,Finance
GRPN,Technology
GRVY,Miscellaneous
GSBC,Finance
GSIG,Energy
GSIT,Technology
GSJK,Energy
GSM,Capital Goods
GSOL,Consumer Services
GTAT,Technology
GTIM,Consumer Services
GTIV,Health Care
GTLS,Capital Goods
GTWN,Finance
GTXI,Health Care
GUID,Technology
GURE,Basic Industries
GYRO,Consumer Services
HA,Transportation
HAFC,Finance
HAIN,Consumer Non-Durables
HALL,Finance
HALO,Health Care
HAS,Consumer Non-Durables
HAST,Consumer Services
HAUP,Technology
HAYN,Capital Goods
HBAN,Finance
HBANP,Finance
HBCP,Finance
HBHC,Finance
HBIO,Capital Goods
HBK,Finance
HBMD,Finance
HBNC,Finance
HBNK,Finance
HBOS,Finance
HCBK,Finance
HCCI,Basic Industries
HCIIP,Finance
HCKT,Consumer Services
HCOM,Consumer Services
HCSG,Finance
HDNG,Capital Goods
HDSN,Consumer Durables
HELE,Consumer Durables
HEOP,Finance
HERO,Energy
HFBC,Finance
HFBL,Finance
HFFC,Finance
HFWA,Finance
HGSH,Finance
HIBB,Consumer Services
HIHO,Capital Goods
HILL,Technology
HIMX,Technology
HITK,Health Care
HITT,Technology
HLIT,Technology
HLSS,Finance
HMIN,Consumer Services
HMNF,Finance
HMNY,Consumer Services
HMPR,Finance
HMST,Finance
HMSY,Miscellaneous
HNH,Capital Goods
HNRG,Energy
HNSN,Health Care
HOFT,Consumer Durables
HOLI,Energy
HOLL,Consumer Services
HOLX,Health Care
HOMB,Finance
HOME,Finance
HOVNP,Capital Goods
HPAC,Finance
HPCCP,Consumer Services
HPJ,Energy
HPOL,Consumer Services
HPTX,Health Care
HSIC,Health Care
HSII,Technology
HSKA,Health Care
HSNI,Consumer Services
HSOL,Technology
HSON,Technology
HSTM,Technology
HTBI,Finance
HTBK,Finance
HTCH,Capital Goods
HTCO,Public Utilities
HTHT,Consumer Services
HTLD,Transportation
HTLF,Finance
HTWR,Health Care
HUBG,Transportation
HURC,Capital Goods
HURN,Consumer Services
HWAY,Health Care
HWBK,Finance
HWCC,Consumer Non-Durables
HWKN,Consumer Durables
HYGS,Basic Industries
HZNP,Health Care
IACI,Consumer Services
IART,Capital Goods
IBCA,Finance
IBCP,Finance
IBKC,Finance
IBKR,Finance
IBOC,Finance
ICAD,Health Care
ICCC,Health Care
ICFI,Consumer Services
ICGE,Consumer Services
ICLR,Health Care
ICON,Consumer Non-Durables
ICPT,Health Care
ICUI,Health Care
IDCC,Miscellaneous
IDIX,Health Care
IDRA,Health Care
IDSA,Basic Industries
IDSY,Consumer Durables
IDTI,Technology
IDXX,Health Care
IEP,Capital Goods
IFON,Consumer Non-Durables
IGLD,Public Utilities
IGOI,Technology
IGTE,Technology
III,Consumer Services
IIIN,Capital Goods
IIJI,Technology
IILG,Finance
IIN,Capital Goods
IIVI,Capital Goods
IKAN,Public Utilities
IKNX,Miscellaneous
ILMN,Capital Goods
IMGN,Health Care
IMI,Technology
IMKTA,Consumer Services
IMMR,Technology
IMMU,Health Care
IMOS,Technology
IMRS,Health Care
INAP,Technology
INCY,Health Care
INDB,Finance
INFA,Technology
INFI,Health Care
INFN,Public Utilities
INFY,Technology
ININ,Technology
INOC,Miscellaneous
INOD,Technology
INPH,Technology
INSM,Health Care
INTC,Technology
INTG,Consumer Services
INTL,Finance
INTU,Technology
INTX,Technology
INVE,Technology
INWK,Consumer Durables
INXB,Finance
INXBU,Finance
IOSP,Basic Industries
IPAR,Consumer Non-Durables
IPAS,Technology
IPCC,Finance
IPCI,Health Care
IPCM,Health Care
IPGP,Technology
IPHS,Consumer Durables
IPXL,Health Care
IQNT,Public Utilities
IRBT,Consumer Durables
IRDM,Consumer Durables
IRDMZ,Consumer Durables
IRET,Consumer Services
IRG,Consumer Services
IRIX,Health Care
IROQ,Finance
IRWD,Health Care
ISBC,Finance
ISCA,Consumer Services
ISIG,Consumer Services
ISIL,Technology
ISIS,Health Care
ISLE,Consumer Services
ISM,Finance
ISNS,Capital Goods
ISRG,Health Care
ISRL,Energy
ISSC,Technology
ISSI,Technology
ITIC,Finance
ITMN,Health Care
ITRI,Capital Goods
ITRN,Consumer Non-Durables
IVAC,Technology
IVAN,Energy
IXYS,Technology
JACK,Consumer Services
JACQU,Finance
JAKK,Consumer Non-Durables
JASO,Technology
JAXB,Finance
JAZZ,Health Care
JBHT,Transportation
JBLU,Transportation
JBSS,Consumer Non-Durables
JCOM,Technology
JCS,Public Utilities
JCTCF,Consumer Services
JDSU,Technology
JFBI,Finance
JIVE,Technology
JJSF,Consumer Non-Durables
JKHY,Technology
JMBA,Consumer Services
JOBS,Technology
JOEZ,Consumer Non-Durables
JOSB,Consumer Services
JOUT,Consumer Non-Durables
JRCC,Energy
JRJC,Miscellaneous
JSM,Finance
JST,Consumer Durables
JVA,Consumer Non-Durables
JXSB,Finance
KALU,Capital Goods
KBALB,Technology
KCLI,Finance
KELYA,Technology
KELYB,Technology
KEQU,Capital Goods
KERX,Health Care
KEYW,Technology
KFFB,Finance
KFRC,Technology
KGJI,Miscellaneous
KINS,Finance
KIOR,Basic Industries
KIPS,Health Care
KIRK,Consumer Services
KLAC,Capital Goods
KLIC,Technology
KNDI,Capital Goods
KONA,Consumer Services
KONE,Technology
KONG,Technology
KOOL,Capital Goods
KOPN,Technology
KOSS,Consumer Non-Durables
KRFT,Consumer Non-Durables
KRNY,Finance
KTCC,Technology
KTEC,Technology
KTOS,Capital Goods
KUTV,Consumer Services
KVHI,Technology
KYTH,Health Care
LABC,Finance
LABL,Miscellaneous
LACO,Consumer Services
LAKE,Health Care
LAMR,Technology
LANC,Consumer Non-Durables
LARK,Finance
LAWS,Consumer Durables
LAYN,Basic Industries
LBAI,Finance
LBIX,Consumer Non-Durables
LBTYA,Consumer Services
LBTYB,Consumer Services
LCAV,Health Care
LCNB,Finance
LCUT,Capital Goods
LEAP,Public Utilities
LECO,Technology
LEDS,Technology
LFUS,Consumer Durables
LFVN,Health Care
LGCY,Energy
LGND,Health Care
LHCG,Health Care
LIFE,Health Care
LIME,Basic Industries
LINC,Consumer Services
LINE,Energy
LINTA,Consumer Services
LINTB,Consumer Services
LION,Finance
LIOX,Miscellaneous
LIVE,Technology
LIWA,Capital Goods
LKFN,Finance
LKQ,Consumer Services
LLEN,Energy
LLNW,Miscellaneous
LLTC,Technology
LMAT,Health Care
LMCA,Consumer Services
LMCB,Consumer Services
LMIA,Capital Goods
LMNR,Consumer Non-Durables
LMNX,Health Care
LMOS,Public Utilities
LNBB,Finance
LNCE,Consumer Non-Durables
LNCO,Energy
LNDC,Basic Industries
LOAN,Finance
LOCM,Miscellaneous
LOGI,Technology
LOGM,Technology
LOJN,Consumer Durables
LONG,Consumer Services
LOOK,Technology
LOPE,Consumer Services
LORL,Technology
LPHI,Finance
LPLA,Finance
LPNT,Health Care
LPSB,Finance
LPSN,Technology
LPTH,Technology
LPTN,Health Care
LQDT,Miscellaneous
LRAD,Consumer Non-Durables
LRCX,Technology
LSBI,Finance
LSBK,Finance
LSCC,Technology
LSTR,Transportation
LTBR,Consumer Services
LTON,Technology
LTRE,Consumer Services
LTRX,Technology
LTXC,Capital Goods
LULU,Consumer Non-Durables
LUNA,Health Care
LVNTA,Consumer Services
LVNTB,Consumer Services
LWAY,Consumer Non-Durables
LXRX,Health Care
LYTS,Consumer Durables
MACK,Health Care
MAG,Capital Goods
MAGS,Consumer Durables
MAKO,Health Care
MANH,Technology
MANT,Consumer Services
MARK,Consumer Services
MARPS,Energy
MASC,Capital Goods
MASI,Health Care
MAT,Consumer Non-Durables
MATR,Consumer Services
MATW,Capital Goods
MAYS,Consumer Services
MBFI,Finance
MBLX,Basic Industries
MBRG,Finance
MBTF,Finance
MBVT,Finance
MBWM,Finance
MCBC,Finance
MCBI,Finance
MCBK,Finance
MCEP,Energy
MCHP,Technology
MCHX,Miscellaneous
MCOX,Consumer Non-Durables
MCRI,Consumer Services
MCRL,Technology
MCRS,Technology
MDAS,Technology
MDCA,Technology
MDCI,Health Care
MDCO,Health Care
MDLZ,Consumer Non-Durables
MDRX,Technology
MDSO,Technology
MDVN,Health Care
MEAS,Capital Goods
MEIL,Basic Industries
MEIP,Health Care
MELA,Health Care
MELI,Miscellaneous
MEMP,Energy
MENT,Technology
MEOH,Basic Industries
MERC,Basic Industries
MERU,Technology
METR,Finance
MFI,Finance
MFLR,Finance
MFLX,Technology
MFNC,Finance
MFRI,Capital Goods
MFRM,Consumer Services
MFSF,Finance
MGAM,Consumer Services
MGCD,Health Care
MGEE,Energy
MGIC,Technology
MGLN,Health Care
MGPI,Consumer Non-Durables
MGRC,Technology
MGYR,Finance
MHLD,Finance
MIDD,Technology
MIND,Technology
MINI,Capital Goods
MITK,Technology
MITL,Technology
MKSI,Capital Goods
MKTG,Technology
MKTX,Finance
MLAB,Capital Goods
MLHR,Consumer Durables
MLNK,Miscellaneous
MLNX,Technology
MLVF,Finance
MMLP,Energy
MMSI,Health Care
MMYT,Consumer Services
MNDO,Technology
MNGA,Technology
MNKD,Health Care
MNOV,Health Care
MNRK,Finance
MNRO,Consumer Services
MNST,Consumer Non-Durables
MNTA,Health Care
MNTG,Consumer Services
MNTX,Technology
MOBI,Technology
MOCO,Capital Goods
MOFG,Finance
MOLX,Capital Goods
MOLXA,Capital Goods
MORN,Finance
MOSY,Technology
MOVE,Finance
MPAA,Capital Goods
MPB,Finance
MPEL,Consumer Services
MPET,Energy
MPWR,Technology
MRCY,Capital Goods
MRGE,Technology
MRLN,Finance
MRTN,Transportation
MRVL,Technology
MSBF,Finance
MSCC,Technology
MSEX,Public Utilities
MSFG,Finance
MSFT,Technology
MSG,Consumer Services
MSLI,Health Care
MSON,Capital Goods
MSPD,Technology
MSTR,Technology
MTEX,Consumer Durables
MTGE,Consumer Services
MTRX,Basic Industries
MTSC,Capital Goods
MTSI,Technology
MTSL,Public Utilities
MTSN,Technology
MU,Technology
MVIS,Capital Goods
MWIV,Health Care
MXIM,Technology
MXWL,Energy
MYGN,Health Care
MYL,Health Care
MYRG,Basic Industries
NAFC,Consumer Non-Durables
NAII,Consumer Durables
NANO,Capital Goods
NASB,Finance
NATH,Consumer Services
NATI,Technology
NATL,Finance
NATR,Health Care
NAUH,Consumer Services
NAVG,Finance
NBBC,Finance
NBIX,Health Care
NBN,Finance
NBTB,Finance
NBTF,Finance
NCBC,Finance
NCIT,Technology
NCMI,Consumer Services
NCTY,Miscellaneous
NDAQ,Finance
NDSN,Capital Goods
NECB,Finance
NEOG,Health Care
NEON,Capital Goods
NEPT,Health Care
NETC,Consumer Services
NETE,Technology
NEWL,Transportation
NEWP,Capital Goods
NEWS,Finance
NEWT,Miscellaneous
NFBK,Finance
NFEC,Capital Goods
NFLX,Consumer Services
NHTB,Finance
NICE,Technology
NICK,Finance
NIHD,Public Utilities
NILE,Consumer Services
NINE,Technology
NKSH,Finance
NKTR,Health Care
NLNK,Health Care
NLST,Technology
NMRX,Consumer Durables
NNBR,Capital Goods
NOVB,Finance
NPBC,Finance
NPSP,Health Care
NRIM,Finance
NSEC,Finance
NSIT,Consumer Services
NSPH,Health Care
NSSC,Consumer Durables
NSYS,Capital Goods
NTAP,Technology
NTCT,Technology
NTES,Miscellaneous
NTGR,Public Utilities
NTIC,Capital Goods
NTK,Consumer Durables
NTLS,Public Utilities
NTRI,Consumer Services
NTRS,Finance
NTSC,Health Care
NTWK,Technology
NUAN,Technology
NUTR,Consumer Durables
NUVA,Health Care
NVAX,Health Care
NVDA,Technology
NVDQ,Health Care
NVEC,Technology
NVGN,Health Care
NVMI,Capital Goods
NVSL,Finance
NVTL,Consumer Durables
NWBI,Finance
NWFL,Finance
NWLI,Finance
NWPX,Basic Industries
NXPI,Technology
NXST,Consumer Services
NXTM,Health Care
NYMT,Consumer Services
NYMX,Health Care
NYNY,Consumer Services
OABC,Finance
OBAF,Finance
OBAS,Finance
OBCI,Consumer Durables
OCC,Basic Industries
OCFC,Finance
OCLR,Technology
OCLS,Health Care
OCZ,Technology
ODFL,Transportation
OFED,Finance
OFIX,Health Care
OFLX,Capital Goods
OGXI,Health Care
OIIM,Technology
OINK,Consumer Non-Durables
OKSB,Finance
OLBK,Finance
OMAB,Transportation
OMCL,Technology
OMER,Health Care
OMEX,Consumer Services
ONCY,Health Care
ONFC,Finance
ONNN,Technology
ONTY,Health Care
ONVI,Miscellaneous
OPAY,Miscellaneous
OPEN,Miscellaneous
OPHC,Finance
OPLK,Public Utilities
OPOF,Finance
OPTR,Health Care
OPTT,Public Utilities
OPXA,Health Care
ORBC,Consumer Services
ORBK,Capital Goods
ORBT,Capital Goods
ORCL,Technology
OREX,Health Care
ORIG,Energy
ORIT,Finance
ORLY,Consumer Services
ORRF,Finance
OSBC,Finance
OSBCP,Finance
OSHC,Finance
OSIR,Health Care
OSIS,Technology
OSM,Finance
OSN,Basic Industries
OSTK,Consumer Services
OSUR,Health Care
OTEX,Technology
OTIV,Technology
OTTR,Public Utilities
OVBC,Finance
OVLY,Finance
OVRL,Technology
OVTI,Technology
OXBT,Health Care
OXGN,Health Care
OZRK,Finance
PAAS,Basic Industries
PACB,Capital Goods
PACR,Transportation
PACT,Technology
PACW,Finance
PAMT,Consumer Durables
PATH,Health Care
PATK,Basic Industries
PATR,Transportation
PAYX,Consumer Services
PBCP,Finance
PBCT,Finance
PBHC,Finance
PBIB,Finance
PBIP,Finance
PBMD,Health Care
PBSK,Finance
PCAR,Capital Goods
PCBK,Finance
PCCC,Consumer Services
PCH,Consumer Services
PCLN,Miscellaneous
PCO,Miscellaneous
PCOM,Miscellaneous
PCRX,Health Care
PCTI,Technology
PCYC,Health Care
PCYO,Public Utilities
PDCE,Energy
PDCO,Health Care
PDEX,Health Care
PDFS,Technology
PDII,Miscellaneous
PDLI,Health Care
PEBK,Finance
PEBO,Finance
PEGA,Technology
PEIX,Basic Industries
PENN,Consumer Services
PENX,Consumer Non-Durables
PEOP,Finance
PERF,Consumer Services
PERI,Technology
PERY,Consumer Non-Durables
PESI,Basic Industries
PETM,Consumer Services
PETS,Health Care
PFBI,Finance
PFBX,Finance
PFIN,Technology
PFMT,Consumer Services
PFPT,Technology
PFSW,Miscellaneous
PGC,Finance
PGNX,Health Care
PGRX,Basic Industries
PGTI,Capital Goods
PHII,Transportation
PHIIK,Transportation
PHMD,Health Care
PICO,Finance
PKBK,Finance
PKOH,Capital Goods
PKT,Technology
PLAB,Technology
PLBC,Finance
PLCC,Finance
PLCE,Consumer Services
PLCM,Public Utilities
PLMT,Finance
PLNR,Capital Goods
PLPC,Basic Industries
PLUG,Energy
PLUS,Technology
PLXS,Technology
PLXT,Technology
PMBC,Finance
PMCS,Technology
PMD,Health Care
PMFG,Capital Goods
PMTC,Technology
PNBK,Finance
PNFP,Finance
PNRA,Consumer Services
PNRG,Energy
PNTR,Technology
PODD,Health Care
POOL,Consumer Durables
POPE,Consumer Non-Durables
POWI,Technology
POWL,Consumer Durables
POWR,Miscellaneous
POZN,Health Care
PPBI,Finance
PPHM,Health Care
PRAA,Finance
PRAN,Health Care
PRCP,Capital Goods
PRFT,Technology
PRGO,Health Care
PRGS,Technology
PRGX,Consumer Services
PRIM,Basic Industries
PRKR,Technology
PRLS,Technology
PRMW,Consumer Non-Durables
PROV,Finance
PRPH,Health Care
PRSC,Health Care
PRSS,Consumer Services
PRTS,Consumer Services
PRXI,Consumer Services
PRXL,Health Care
PSBH,Finance
PSDV,Capital Goods
PSEM,Technology
PSMI,Technology
PSMT,Consumer Services
PSTB,Finance
PSTI,Health Care
PSTR,Energy
PSUN,Consumer Services
PTEK,Consumer Durables
PTEN,Energy
PTIE,Health Care
PTIX,Technology
PTNR,Public Utilities
PTNT,Miscellaneous
PTRY,Consumer Durables
PTSI,Transportation
PTSX,Consumer Services
PULB,Finance
PVTB,Finance
PVTBP,Finance
PWOD,Finance
PWRD,Miscellaneous
PWX,Transportation
PXLW,Technology
PZZA,Consumer Services
PZZI,Consumer Non-Durables
QADA,Technology
QADB,Technology
QBAK,Technology
QCCO,Finance
QCOM,Technology
QCOR,Health Care
QCRH,Finance
QDEL,Health Care
QGEN,Health Care
QKLS,Consumer Services
QLGC,Technology
QLIK,Technology
QLTI,Health Care
QLTY,Transportation
QLYS,Technology
QNST,Miscellaneous
QSII,Technology
QTWW,Capital Goods
QUIK,Technology
RADA,Consumer Non-Durables
RAIL,Capital Goods
RAVN,Capital Goods
RBCAA,Finance
RBCN,Technology
RBPAA,Finance
RCII,Technology
RCKB,Finance
RCKY,Consumer Non-Durables
RCMT,Technology
RCON,Energy
RDA,Technology
RDCM,Technology
RDEN,Consumer Non-Durables
RDI,Consumer Services
RDIB,Consumer Services
RDNT,Health Care
RDWR,Miscellaneous
RECN,Miscellaneous
RECV,Energy
REDF,Consumer Services
REFR,Miscellaneous
REGI,Basic Industries
REGN,Health Care
REIS,Miscellaneous
RELL,Consumer Non-Durables
RELV,Health Care
RENT,Consumer Services
REXI,Finance
REXX,Energy
RFIL,Capital Goods
RFMD,Technology
RGCO,Public Utilities
RGDX,Health Care
RGEN,Health Care
RGLD,Basic Industries
RGLS,Health Care
RICK,Consumer Services
RIGL,Health Care
RITT,Consumer Durables
RIVR,Finance
RJET,Transportation
RLJE,Consumer Services
RLOC,Technology
RLOG,Consumer Services
RMBS,Technology
RMCF,Consumer Non-Durables
RMTI,Health Care
RNET,Consumer Services
RNST,Finance
RNWK,Technology
ROCK,Capital Goods
ROCM,Health Care
ROIA,Consumer Services
ROIAK,Consumer Services
ROIC,Consumer Services
ROICW,Consumer Services
ROIQU,Finance
ROLL,Capital Goods
ROMA,Finance
ROSE,Energy
ROSG,Health Care
ROST,Consumer Services
ROVI,Consumer Services
ROYL,Energy
RP,Technology
RPRX,Health Care
RPTP,Health Care
RPXC,Miscellaneous
RRD,Miscellaneous
RRGB,Consumer Services
RRST,Consumer Services
RSOL,Basic Industries
RSTI,Energy
RSYS,Technology
RTEC,Capital Goods
RTIX,Health Care
RUSHA,Consumer Durables
RUSHB,Consumer Durables
RUTH,Consumer Services
RVBD,Technology
RVLT,Basic Industries
RVSB,Finance
RYAAY,Transportation
SAAS,Public Utilities
SAFM,Consumer Non-Durables
SAFT,Finance
SAIA,Transportation
SALM,Consumer Services
SANM,Technology
SANW,Consumer Non-Durables
SANWZ,Consumer Non-Durables
SAPE,Technology
SASR,Finance
SATS,Technology
SAVE,Transportation
SBAC,Consumer Services
SBBX,Finance
SBCF,Finance
SBGI,Consumer Services
SBLK,Transportation
SBNY,Finance
SBNYW,Finance
SBRA,Consumer Services
SBSA,Consumer Services
SBSI,Finance
SBUX,Consumer Services
SCBT,Finance
SCHL,Consumer Services
SCHN,Consumer Durables
SCLN,Health Care
SCMP,Health Care
SCOK,Basic Industries
SCON,Technology
SCOR,Miscellaneous
SCSC,Technology
SCSS,Consumer Durables
SCVL,Consumer Services
SEAC,Technology
SEED,Consumer Non-Durables
SEIC,Finance
SENEA,Consumer Non-Durables
SENEB,Consumer Non-Durables
SEV,Energy
SFBC,Finance
SFLY,Miscellaneous
SFNC,Finance
SFST,Finance
SGC,Consumer Non-Durables
SGEN,Health Care
SGI,Technology
SGMA,Technology
SGMO,Health Care
SGMS,Technology
SGNT,Health Care
SGOC,Technology
SGRP,Miscellaneous
SGYP,Health Care
SGYPU,Health Care
SGYPW,Health Care
SHBI,Finance
SHEN,Public Utilities
SHFL,Consumer Durables
SHIP,Transportation
SHLD,Consumer Services
SHLM,Basic Industries
SHLO,Capital Goods
SHOO,Consumer Non-Durables
SHOR,Public Utilities
SHOS,Consumer Services
SHPG,Health Care
SIAL,Consumer Durables
SIBC,Finance
SIEB,Finance
SIFI,Finance
SIFY,Technology
SIGA,Health Care
SIGI,Finance
SIGM,Technology
SILC,Technology
SIMG,Capital Goods
SIMO,Technology
SINA,Technology
SINO,Transportation
SIRI,Consumer Services
SIRO,Health Care
SIVB,Finance
SIVBO,Finance
SKBI,Health Care
SKUL,Consumer Non-Durables
SKYW,Transportation
SLAB,Technology
SLGN,Consumer Durables
SLM,Finance
SLMAP,Finance
SLMBP,Finance
SLP,Technology
SLTC,Technology
SLTM,Health Care
SLXP,Health Care
SMBC,Finance
SMCI,Technology
SMED,Basic Industries
SMIT,Capital Goods
SMMF,Finance
SMPL,Finance
SMRT,Consumer Services
SMSI,Technology
SMT,Technology
SMTC,Technology
SMTX,Technology
SNAK,Consumer Non-Durables
SNBC,Finance
SNCR,Technology
SNDK,Technology
SNFCA,Finance
SNHY,Capital Goods
SNMX,Health Care
SNPS,Technology
SNSS,Health Care
SNTA,Health Care
SNTS,Health Care
SOCB,Finance
SODA,Consumer Durables
SOFO,Technology
SOHU,Technology
SONA,Finance
SONC,Consumer Services
SONS,Technology
SORL,Capital Goods
SPAN,Health Care
SPAR,Capital Goods
SPBC,Finance
SPCHA,Consumer Services
SPCHB,Consumer Services
SPEX,Health Care
SPIL,Technology
SPLK,Technology
SPLS,Consumer Services
SPNC,Health Care
SPNS,Technology
SPPI,Health Care
SPPR,Consumer Services
SPPRO,Consumer Services
SPPRP,Consumer Services
SPRD,Technology
SPRO,Consumer Services
SPRT,Technology
SPSC,Technology
SPTN,Consumer Non-Durables
SPU,Consumer Non-Durables
SPWR,Technology
SQI,Technology
SQNM,Capital Goods
SRCE,Finance
SRCL,Basic Industries
SRDX,Health Care
SREV,Miscellaneous
SRPT,Health Care
SSFN,Finance
SSH,Health Care
SSNC,Technology
SSRI,Basic Industries
SSYS,Technology
STAA,Health Care
STAN,Consumer Services
STB,Transportation
STBA,Finance
STBZ,Finance
STEI,Consumer Services
STEL,Finance
STEM,Health Care
STFC,Finance
STKL,Consumer Services
STLD,Basic Industries
STLY,Consumer Durables
STMP,Consumer Services
STNR,Consumer Services
STRA,Consumer Services
STRL,Basic Industries
STRM,Technology
STRN,Capital Goods
STRS,Consumer Services
STRT,Capital Goods
STSA,Finance
STSI,Consumer Durables
STX,Technology
STXS,Health Care
SUBK,Finance
SUMR,Consumer Durables
SUPN,Health Care
SUPX,Technology
SURG,Health Care
SUSQ,Finance
SUSS,Consumer Non-Durables
SUTR,Capital Goods
SVA,Health Care
SVBI,Finance
SWHC,Capital Goods
SWIR,Technology
SWKS,Technology
SWSH,Finance
SYBT,Finance
SYBTP,Finance
SYKE,Technology
SYMC,Technology
SYMM,Public Utilities
SYMX,Basic Industries
SYNA,Technology
SYNC,Technology
SYNL,Basic Industries
SYNM,Energy
SYNT,Technology
SYPR,Capital Goods
SYUT,Consumer Non-Durables
SZYM,Basic Industries
TACT,Technology
TAIT,Consumer Non-Durables
TASR,Capital Goods
TAST,Consumer Services
TATT,Capital Goods
TAX,Consumer Services
TAXI,Finance
TAYC,Finance
TAYCO,Finance
TAYCP,Finance
TAYD,Capital Goods
TBAC,Consumer Non-Durables
TBBK,Finance
TBNK,Finance
TBOW,Technology
TCBI,Finance
TCBIL,Finance
TCBIW,Finance
TCBK,Finance
TCCO,Technology
TEAR,Health Care
TECD,Technology
TECH,Health Care
TECUA,Capital Goods
TECUB,Capital Goods
TELK,Health Care
TESO,Energy
TESS,Consumer Non-Durables
TFCO,Consumer Durables
TFM,Consumer Services
TFSL,Finance
TGA,Energy
TGE,Energy
THFF,Finance
THLD,Health Care
THOR,Health Care
THRD,Finance
THRM,Capital Goods
THRX,Health Care
THTI,Capital Goods
TIBX,Technology
TIGR,Technology
TINY,Finance
TISA,Technology
TITN,Consumer Services
TIVO,Consumer Services
TKMR,Health Care
TLAB,Public Utilities
TLF,Consumer Non-Durables
TMNG,Consumer Services
TNAV,Capital Goods
TNGO,Technology
TOFC,Finance
TOPS,Transportation
TORM,Basic Industries
TPGI,Finance
TQNT,Technology
TRAK,Technology
TREE,Finance
TRGT,Health Care
TRIB,Health Care
TRIP,Technology
TRIT,Consumer Services
TRMB,Capital Goods
TRMK,Finance
TRNS,Capital Goods
TRNX,Health Care
TROV,Health Care
TROVU,Health Care
TROVW,Health Care
TROW,Finance
TRS,Capital Goods
TRST,Finance
