filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent,previous_percent,rank,previous_rank,change_in_shares,change_type,sector
CQS CAYMAN LP,"Mountain Province Diamonds, Inc.",MDM,9/30/11,SH,450000,1804000,450000,2438000,0.1847,0.1982,69,68,0,,MATERIALS
CQS CAYMAN LP,New Gold Inc. ADR,NGD,9/30/11,SH,150000,1540000,150000,1544000,0.1577,0.1255,70,81,0,,MATERIALS
CQS CAYMAN LP,Global Industries Ltd,GLBL,9/30/11,PRN,1500000,1469000,8050000,5965000,0.1504,0.4849,71,44,-81.3665,reduction,ENERGY
CQS CAYMAN LP,iShares Inc. MSCI Malaysia Index Fund,EWM,9/30/11,SH,119000,1450000,0,0,0.1485,,72,999999,,new,FINANCE
CQS CAYMAN LP,Unisys Corp.,UIS,9/30/11,SH,91253,1432000,108587,2791000,0.1466,0.2269,73,65,-15.9632,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Hologic Inc.,HOLX,9/30/11,PRN,1500000,1424000,4000000,3872000,0.1458,0.3148,74,58,-62.5,reduction,HEALTH CARE
CQS CAYMAN LP,Central Garden & Pet Co,CENT,9/30/11,SH,205300,1417000,0,0,0.1451,,75,999999,,new,CONSUMER STAPLES
CQS CAYMAN LP,UNS Energy Corp,UNS,9/30/11,PRN,1300000,1405000,8300000,9058000,0.1439,0.7364,76,27,-84.3373,reduction,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,TPC Group Inc,TPCG,9/30/11,SH,67779,1361000,201925,7919000,0.1394,0.6438,77,32,-66.4336,reduction,MATERIALS
CQS CAYMAN LP,Rio Tinto plc (NYSE),RIO,9/30/11,SH,119600,1339000,119600,2155000,0.1371,0.1752,78,74,0,,MATERIALS
CQS CAYMAN LP,"National Westminster Bank, 7.763% Noncumul Pref Shares, Series C ADR",NWPRC,9/30/11,SH,65000,1158000,65000,1494000,0.1186,0.1215,79,82,0,,FINANCE
CQS CAYMAN LP,MetLife Inc.,MET,9/30/11,PRN,20000,1136000,20000,1647000,0.1163,0.1339,80,78,0,,FINANCE
CQS CAYMAN LP,CSR Plc Sponsored ADR,CSRE,9/30/11,SH,317468,1059000,0,0,0.1084,,81,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"PDL BioPharma, Inc.",PDLI,9/30/11,PRN,1000000,960000,1000000,978000,0.0983,0.0795,82,89,0,,HEALTH CARE
CQS CAYMAN LP,"Gran Tierra Energy, Inc.",GTE,9/30/11,SH,200000,945000,400000,2632000,0.0968,0.214,83,66,-50,reduction,ENERGY
CQS CAYMAN LP,Uranerz Energy Corp,URZ,9/30/11,SH,650000,891000,400000,1208000,0.0912,0.0982,84,87,62.5,addition,ENERGY
CQS CAYMAN LP,"General Motors Co., 4.75% Series B Mandatory Convertible Junior Preferred Stock",GM/PB,9/30/11,PRN,25000,866000,25000,1213000,0.0887,0.0986,85,86,0,,INDUSTRIALS
CQS CAYMAN LP,Covanta Holding Corp.,CVA,9/30/11,SH,56546,859000,0,0,0.088,,86,999999,,new,INDUSTRIALS
CQS CAYMAN LP,Viacom Inc. (New) Class B,VIAB,9/30/11,SH,20401,790000,32389,1652000,0.0809,0.1343,87,77,-37.0126,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Huntsman Corp,HUN,9/30/11,SH,80151,775000,271450,5117000,0.0794,0.416,88,47,-70.473,reduction,MATERIALS
CQS CAYMAN LP,Wave Systems Corp. A,WAVX,9/30/11,SH,75000,702000,79050,892000,0.0719,0.0725,89,91,-5.1233,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"KeyCorp, Inc. (OH)",KEY,9/30/11,SH,100000,593000,50000,417000,0.0607,0.0339,90,104,100,addition,FINANCE
CQS CAYMAN LP,Yamana Gold Inc.,AUY,9/30/11,SH,40000,548000,0,0,0.0561,,91,999999,,new,MATERIALS
CQS CAYMAN LP,Pengrowth Energy Corp. Class A,PGH,9/30/11,SH,60000,539000,60000,754000,0.0552,0.0613,92,95,0,,ENERGY
CQS CAYMAN LP,iShares Trust Dow Jones U.S. Real Estate Index Fund,IYR,9/30/11,SH,10000,506000,0,0,0.0518,,93,999999,,new,FINANCE
CQS CAYMAN LP,iShares Inc. MSCI Hong Kong Index Fund,EWH,9/30/11,SH,35000,502000,0,0,0.0514,,94,999999,,new,FINANCE
CQS CAYMAN LP,UR Energy Inc,URG,9/30/11,SH,550000,497000,550000,885000,0.0509,0.0719,95,93,0,,MATERIALS
CQS CAYMAN LP,"Johnson Controls, Inc.",JCI,9/30/11,SH,12900,340000,0,0,0.0348,,96,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Direct Market Holding Co., Inc.",MKTSQ,9/30/11,SH,275000,308000,400000,500000,0.0315,0.0406,97,103,-31.25,reduction,FINANCE
CQS CAYMAN LP,INTERMUNE INC,ITMN,9/30/11,PRN,300000,282000,0,0,0.0289,,98,999999,,new,HEALTH CARE
CQS CAYMAN LP,Hexcel Corp,HXL,9/30/11,SH,12259,272000,0,0,0.0279,,99,999999,,new,INDUSTRIALS
CQS CAYMAN LP,"Cohen & Steers REIT and Preferred Income Fund, Inc.",RNP,9/30/11,SH,20620,265000,16020,260000,0.0271,0.0211,100,112,28.7141,addition,FINANCE
CQS CAYMAN LP,Morgan Stanley China A Share Fund Inc,CAF,9/30/11,SH,12333,261000,50433,1377000,0.0267,0.1119,101,83,-75.5458,reduction,FINANCE
CQS CAYMAN LP,Rare Element Resources Ltd,REE,9/30/11,SH,50000,254000,50000,552000,0.026,0.0449,102,101,0,,MATERIALS
CQS CAYMAN LP,Ferro Corp.,FOE,9/30/11,SH,36199,223000,0,0,0.0228,,103,999999,,new,MATERIALS
CQS CAYMAN LP,Ormat Technologies Inc,ORA,9/30/11,SH,13094,211000,0,0,0.0216,,104,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Grupo Finan Galicia SA ADS,GGAL,9/30/11,SH,0,0,151000,204000,,0.0166,999999,116,-100,soldall,FINANCE
CQS CAYMAN LP,Mueller Water Products Inc.,MWA,9/30/11,SH,0,0,208000,828000,,0.0673,999999,94,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,Companhia Vale de Rio Doce S.A. ADR,VALE,9/30/11,SH,0,0,10000,320000,,0.026,999999,108,-100,soldall,MATERIALS
CQS CAYMAN LP,DESARROLLAD ADR,DHOXQ,9/30/11,SH,0,0,39600,167000,,0.0136,999999,119,-100,soldall,
CQS CAYMAN LP,Medicis Pharmaceutical Inc. Class A,MRX,9/30/11,PRN,0,0,2500000,3388000,,0.2754,999999,60,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Cummins  Inc.,CMI,9/30/11,SH,0,0,11800,1221000,,0.0993,999999,85,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,"MPG Office Trust, Inc.",MPG,9/30/11,SH,0,0,479000,1370000,,0.1114,999999,84,-100,soldall,FINANCE
CQS CAYMAN LP,3M Company,MMM,9/30/11,PRN,0,0,4796000,4706000,,0.3826,999999,49,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,Intergroup Corp.,INTG,9/30/11,SH,0,0,15400,384000,,0.0312,999999,105,-100,soldall,FINANCE
CQS CAYMAN LP,URS Corp.,URS,9/30/11,SH,0,0,23450,1049000,,0.0853,999999,88,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,CF Industries Holdings Inc,CF,9/30/11,SH,0,0,11700,1658000,,0.1348,999999,76,-100,soldall,MATERIALS
CQS CAYMAN LP,Promotora de Informaciones S.A. ADS Class B,PRIS/B,9/30/11,SH,0,0,253604,634000,,0.0515,999999,97,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Discovery Communications Inc Series C,DISCK,9/30/11,SH,0,0,368984,6743000,,0.5482,999999,38,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Comcast Corp. (New) Special Class A,CMCSK,9/30/11,SH,0,0,434049,10517000,,0.855,999999,22,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,NYSE EuroNext Inc.,NYX,9/30/11,SH,0,0,120100,4116000,,0.3346,999999,55,-100,soldall,FINANCE
CQS CAYMAN LP,North American Palladium Ltd.,PAL,9/30/11,SH,0,0,375000,1549000,,0.1259,999999,80,-100,soldall,MATERIALS
CQS CAYMAN LP,Gafisa SA,GFA,9/30/11,SH,0,0,32000,151000,,0.0123,999999,120,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,iShares JPMorgan USD Emerging Markets Bond Fund,EMB,9/30/11,SH,0,0,5300,579000,,0.0471,999999,99,-100,soldall,FINANCE
CQS CAYMAN LP,"CYS Investments, Inc.  ",CYS,9/30/11,SH,0,0,14182,182000,,0.0148,999999,117,-100,soldall,FINANCE
CQS CAYMAN LP,Mosaic Company (The),MOS,9/30/11,SH,0,0,4000,271000,,0.022,999999,111,-100,soldall,MATERIALS
CQS CAYMAN LP,SL Green Realty Corp.,SLG,9/30/11,SH,0,0,8000,663000,,0.0539,999999,96,-100,soldall,FINANCE
CQS CAYMAN LP,Eastman Chemical Co.,EMN,9/30/11,SH,0,0,17400,888000,,0.0722,999999,92,-100,soldall,MATERIALS
CQS CAYMAN LP,Mead Johnson Nutrition Co.,MJN,9/30/11,SH,0,0,35000,2357000,,0.1916,999999,71,-100,soldall,CONSUMER STAPLES
CQS CAYMAN LP,PetroChina Co Ltd ADR,PTR,9/30/11,SH,0,0,120000,175000,,0.0142,999999,118,-100,soldall,ENERGY
CQS CAYMAN LP,American Medical Systems Holdings Inc,AMMD,9/30/11,PRN,0,0,2000000,3387000,,0.2753,999999,61,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Intel Corp.,INTC,9/30/11,SH,0,0,77200,1711000,,0.1391,999999,75,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Zoran Corp.,ZRAN,9/30/11,SH,0,0,539000,4528000,,0.3681,999999,50,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,ReneSola Ltd,SOL,9/30/11,SH,0,0,99400,259000,,0.0211,999999,114,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Sasol Ltd. ADR,SSL,9/30/11,SH,0,0,6800,360000,,0.0293,999999,106,-100,soldall,ENERGY
CQS CAYMAN LP,Deere & Co.,DE,9/30/11,SH,0,0,7600,627000,,0.051,999999,98,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,Rockwood Holdings Inc,ROC,9/30/11,SH,0,0,76900,4252000,,0.3457,999999,54,-100,soldall,MATERIALS
CQS CAYMAN LP,Ecopetrol SA,EC,9/30/11,SH,0,0,150000,330000,,0.0268,999999,107,-100,soldall,ENERGY
CQS CAYMAN LP,Shinhan Financial Group Co. Ltd ADR,SHG,9/30/11,SH,0,0,9200,221000,,0.018,999999,115,-100,soldall,FINANCE
CQS CAYMAN LP,"Teva Pharmaceutical Industries Ltd, ADR",TEVA,9/30/11,SH,0,0,10700,516000,,0.0419,999999,102,-100,soldall,HEALTH CARE
CQS CAYMAN LP,"MGM Resorts International, Inc.",MGM,9/30/11,SH,0,0,10000,132000,,0.0107,999999,121,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Market Vector Brazil Small Cap ETF,BRF,9/30/11,SH,0,0,10000,567000,,0.0461,999999,100,-100,soldall,FINANCE
CQS CAYMAN LP,CNOOC Ltd ADS,CEO,9/30/11,SH,0,0,110000,260000,,0.0211,999999,113,-100,soldall,ENERGY
CQS CAYMAN LP,"Vale Capital II - 6.75% Guaranteed Notes, Series VALE.P-2012",CJT,12/31/11,PRN,2772997,181978000,2113997,142695000,14.7939,14.6112,1,2,31.1732,addition,FINANCE
CQS CAYMAN LP,BHP Billiton plc ADS,BBL,12/31/11,SH,3766656,110096000,5411618,145828000,8.9503,14.932,2,1,-30.3969,reduction,MATERIALS
CQS CAYMAN LP,"Citigroup Inc., 7.50% Tangible Dividend Enhanced Common Stock Preferred H",C-PH,12/31/11,PRN,1158800,93973000,858800,68328000,7.6395,6.9964,3,3,34.9325,addition,FINANCE
CQS CAYMAN LP,Pharmasset Inc,VRUS,12/31/11,SH,470999,60382000,0,0,4.9088,,4,999999,,new,HEALTH CARE
CQS CAYMAN LP,Mylan Inc,MYL,12/31/11,PRN,46600000,58309000,8100000,8135000,4.7402,0.833,5,24,475.3086,addition,HEALTH CARE
CQS CAYMAN LP,"Amgen, Inc.",AMGN,12/31/11,PRN,56250000,56530000,0,0,4.5956,,6,999999,,new,HEALTH CARE
CQS CAYMAN LP,News Inc. Class B,NWS,12/31/11,SH,2945246,53545000,3445646,53752000,4.3529,5.5039,7,5,-14.5227,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,BHP Billiton Ltd. ADR,BHP,12/31/11,SH,1513944,53456000,0,0,4.3457,,8,999999,,new,MATERIALS
CQS CAYMAN LP,"Virgin Media, Inc",VMED,12/31/11,PRN,38500000,53347000,36400000,55957000,4.3368,5.7297,9,4,5.7692,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,L-3 Communications Holdings,LLL,12/31/11,PRN,37500000,36304000,42100000,40278000,2.9513,4.1243,10,6,-10.9264,reduction,INDUSTRIALS
CQS CAYMAN LP,Equinix Inc,EQIX,12/31/11,PRN,20000000,28315000,20000000,26090000,2.3019,2.6715,11,7,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Microchip Technology Inc,MCHP,12/31/11,PRN,20000000,26893000,20000000,23224000,2.1863,2.378,12,8,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Medtronic Inc.,MDT,12/31/11,PRN,20000000,20250000,20000000,20202000,1.6462,2.0686,13,9,0,,HEALTH CARE
CQS CAYMAN LP,"National Retail Properties, Inc.",NNN,12/31/11,PRN,13750000,15670000,13750000,16259000,1.2739,1.6648,14,12,0,,FINANCE
CQS CAYMAN LP,Omnicell Inc,OMCL,12/31/11,PRN,12900000,13626000,12900000,13368000,1.1077,1.3688,15,15,0,,HEALTH CARE
CQS CAYMAN LP,Intel Corp.,INTC,12/31/11,PRN,13000000,13546000,3000000,3084000,1.1012,0.3158,16,52,333.3333,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Silver Wheaton Corp.,SLW,12/31/11,SH,460000,13292000,395000,11615000,1.0806,1.1893,17,19,16.4557,addition,MATERIALS
CQS CAYMAN LP,"Boston Properties, Inc.",BXP,12/31/11,PRN,13000000,13165000,13000000,13128000,1.0702,1.3442,18,16,0,,FINANCE
CQS CAYMAN LP,Omnicom Group Inc.,OMC,12/31/11,PRN,10000000,10037000,10000000,9901000,0.816,1.0138,19,21,0,,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"PPL Corp., 8.75% Equity Units",PPL+W,12/31/11,PRN,180000,9909000,200000,10875000,0.8056,1.1135,20,20,-10,reduction,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Comcast Corp. (New) Class A,CMCSA,12/31/11,SH,416077,9865000,98746,2066000,0.802,0.2115,21,68,321.3609,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Taiwan Semiconductor Manufacturing Co., Ltd Class T",TSM,12/31/11,SH,3814160,9848000,5402660,12350000,0.8006,1.2646,22,18,-29.4022,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Hornbeck Offshore Services, Inc. (New)",HOS,12/31/11,SH,299957,9305000,180335,4492000,0.7565,0.46,23,39,66.3332,addition,ENERGY
CQS CAYMAN LP,EMC Corp.,EMC,12/31/11,PRN,5910000,8501000,5910000,8366000,0.6911,0.8566,24,22,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Gilead Sciences Inc.,GILD,12/31/11,PRN,15200000,8474000,10000000,5479000,0.6889,0.561,25,34,52,addition,HEALTH CARE
CQS CAYMAN LP,"Liberty Media Group, Inc. Class B",LMC.B,12/31/11,PRN,7500000,8463000,15000000,16181000,0.688,1.6568,26,13,-50,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,KCG Holdings Inc,KCG,12/31/11,PRN,9000000,8160000,0,0,0.6634,,27,999999,,new,FINANCE
CQS CAYMAN LP,"Omnicare, Inc.",OCR,12/31/11,PRN,5775000,8083000,5775000,6493000,0.6571,0.6648,28,29,0,,HEALTH CARE
CQS CAYMAN LP,CMS Energy Corp.,CMS,12/31/11,PRN,4900000,7749000,8400000,12400000,0.63,1.2697,29,17,-41.6667,reduction,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,SM Energy Co,SM,12/31/11,PRN,5450000,7518000,5450000,6724000,0.6112,0.6885,30,27,0,,ENERGY
CQS CAYMAN LP,Heico Corp. (New) Class A,HEI.A,12/31/11,SH,232381,7315000,246093,6627000,0.5947,0.6786,31,28,-5.5719,reduction,INDUSTRIALS
CQS CAYMAN LP,Live Nation Entertainment Inc.,LYV,12/31/11,PRN,8000000,7195000,9000000,8109000,0.5849,0.8303,32,25,-11.1111,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Extorre Gold Mining Ltd.,EXGMF,12/31/11,SH,934000,6890000,736700,4300000,0.5601,0.4403,33,41,26.7816,addition,MATERIALS
CQS CAYMAN LP,Rayonier Inc. (New),RYN,12/31/11,PRN,5600000,6869000,5600000,6360000,0.5584,0.6512,34,30,0,,FINANCE
CQS CAYMAN LP,Rovi Corp,ROVI,12/31/11,PRN,6550000,6616000,6550000,7610000,0.5378,0.7792,35,26,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Health Care REIT, Inc.",HCN,12/31/11,PRN,5500000,6399000,5500000,5921000,0.5202,0.6063,36,32,0,,FINANCE
CQS CAYMAN LP,IAMGold Corp. ADR,IAG,12/31/11,SH,400000,6329000,300000,5951000,0.5145,0.6094,37,31,33.3333,addition,MATERIALS
CQS CAYMAN LP,Fortuna Silver Mines Inc,FSM,12/31/11,SH,1150000,6275000,0,0,0.5101,,38,999999,,new,MATERIALS
CQS CAYMAN LP,Spansion Inc,CODE,12/31/11,SH,740397,6130000,310397,3793000,0.4983,0.3884,39,45,138.5323,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Molex Inc Class A,MOLXA,12/31/11,SH,309555,6123000,252617,4264000,0.4978,0.4366,40,42,22.5393,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Life Technologies Corp.,LIFE,12/31/11,PRN,6000000,6047000,0,0,0.4916,,41,999999,,new,HEALTH CARE
CQS CAYMAN LP,Yamana Gold Inc.,AUY,12/31/11,SH,400000,5880000,40000,548000,0.478,0.0561,42,91,900,addition,MATERIALS
CQS CAYMAN LP,Petroleo Brasileiro SA (Petrobras) ADR,PBR,12/31/11,SH,916452,5693000,613804,3445000,0.4628,0.3527,43,48,49.3069,addition,ENERGY
CQS CAYMAN LP,Freescale Semiconductor Ltd. Class B,FSL,12/31/11,SH,432695,5474000,192695,2125000,0.445,0.2176,44,67,124.5492,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Unisys Corp.,UIS,12/31/11,SH,262253,5169000,91253,1432000,0.4202,0.1466,45,73,187.3911,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,FIRSTSERVICE CORP PREF SHS 7% SER 1,FTRVF,12/31/11,PRN,4500000,5164000,4500000,4911000,0.4198,0.5029,46,36,0,,UNKNOWN
CQS CAYMAN LP,SPDR Gold Trust ETF,GLD,12/31/11,SH,33000,5015000,24000,3794000,0.4077,0.3885,47,44,37.5,addition,MATERIALS
CQS CAYMAN LP,Uranium Energy Corp,UEC,12/31/11,SH,1578926,4831000,1578926,4302000,0.3927,0.4405,48,40,0,,MATERIALS
CQS CAYMAN LP,Nash-Finch Co.,NAFC,12/31/11,PRN,10500000,4811000,10500000,4594000,0.3911,0.4704,49,37,0,,CONSUMER STAPLES
CQS CAYMAN LP,First Majestic Silver Corp,AG,12/31/11,SH,275000,4626000,175000,2664000,0.3761,0.2728,50,57,57.1429,addition,MATERIALS
CQS CAYMAN LP,TPC Group Inc,TPCG,12/31/11,SH,196651,4588000,67779,1361000,0.373,0.1394,51,77,190.1356,addition,MATERIALS
CQS CAYMAN LP,Cameco Corp.,CCJ,12/31/11,SH,250000,4503000,250000,4579000,0.3661,0.4689,52,38,0,,ENERGY
CQS CAYMAN LP,ELEMENTS Rogers Agriculture ETN,RJA,12/31/11,SH,500000,4475000,260000,2343000,0.3638,0.2399,53,64,92.3077,addition,MATERIALS
CQS CAYMAN LP,Visteon Corp. (New),VC,12/31/11,SH,87302,4360000,0,0,0.3544,,54,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Sourcefire Inc,FIRE,12/31/11,SH,125000,4048000,125000,3345000,0.3291,0.3425,55,50,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Sociedad Quimica y Minera de Chile S.A. Class A ADR,SQM,12/31/11,SH,75000,4039000,75000,3586000,0.3284,0.3672,56,47,0,,MATERIALS
CQS CAYMAN LP,Rowan Companies Plc,RDC,12/31/11,SH,125000,3791000,125000,3774000,0.3082,0.3864,57,46,0,,ENERGY
CQS CAYMAN LP,Chesapeake Energy Corp.,CHK,12/31/11,PRN,3800000,3765000,3800000,3945000,0.3061,0.4039,58,43,0,,ENERGY
CQS CAYMAN LP,"Liberty Global Inc., Series C",LBTYK,12/31/11,SH,186086,3677000,477884,8270000,0.2989,0.8468,59,23,-61.0604,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Baytex Energy Trust,BTE,12/31/11,SH,60500,3374000,60500,2524000,0.2743,0.2584,60,61,0,,ENERGY
CQS CAYMAN LP,United Microelectronics Corp.,UMC,12/31/11,SH,7880750,3373000,7886750,3013000,0.2742,0.3085,61,53,-0.0761,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,GoldCorp Inc. (New),GG,12/31/11,SH,75000,3312000,75000,3414000,0.2692,0.3496,62,49,0,,MATERIALS
CQS CAYMAN LP,"Titan International, Inc.",TWI,12/31/11,SH,166500,3240000,196923,2954000,0.2634,0.3025,63,54,-15.4492,reduction,INDUSTRIALS
CQS CAYMAN LP,Dana Holding Corp.,DAN,12/31/11,SH,260922,3170000,260922,2740000,0.2577,0.2806,64,56,0,,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Denison Mines Corp.,DNN,12/31/11,SH,2360000,2935000,2360000,2516000,0.2386,0.2576,65,62,0,,MATERIALS
CQS CAYMAN LP,United Therapeutics Corp.,UTHR,12/31/11,PRN,2500000,2903000,0,0,0.236,,66,999999,,new,HEALTH CARE
CQS CAYMAN LP,Timmons Gold Corp,TGD,12/31/11,SH,1500000,2860000,0,0,0.2325,,67,999999,,new,MATERIALS
CQS CAYMAN LP,"Unisys Corp., 6.25% Mandatory Convertible Preferred Stock",UIS+A,12/31/11,PRN,42500,2578000,42500,2302000,0.2096,0.2357,68,65,0,,
CQS CAYMAN LP,NII HOLDINGS INC CL B,NIHDQ,12/31/11,PRN,2500000,2522000,2500000,2548000,0.205,0.2609,69,60,0,,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Copa Holdings SA Class A,CPA,12/31/11,SH,35980,2111000,0,0,0.1716,,70,999999,,new,TRANSPORTS
CQS CAYMAN LP,Great Panther Resources Limited,GPL,12/31/11,SH,1050000,2038000,1050000,2604000,0.1657,0.2666,71,58,0,,MATERIALS
CQS CAYMAN LP,Noranda Aluminum Holding Corp,NOR,12/31/11,SH,242640,2002000,331089,2765000,0.1628,0.2831,72,55,-26.7146,reduction,MATERIALS
CQS CAYMAN LP,Central Garden & Pet Co,CENT,12/31/11,SH,224200,1829000,205300,1417000,0.1487,0.1451,73,75,9.206,addition,CONSUMER STAPLES
CQS CAYMAN LP,"Mountain Province Diamonds, Inc.",MDM,12/31/11,SH,450000,1720000,450000,1804000,0.1398,0.1847,74,69,0,,MATERIALS
CQS CAYMAN LP,Kinross Gold Corp. ADR,KGC,12/31/11,SH,150000,1707000,150000,2207000,0.1388,0.226,75,66,0,,MATERIALS
CQS CAYMAN LP,Itau Unibnco ADR,ITUB,12/31/11,SH,105673,1621000,0,0,0.1318,,76,999999,,new,FINANCE
CQS CAYMAN LP,New Gold Inc. ADR,NGD,12/31/11,SH,150000,1502000,150000,1540000,0.1221,0.1577,77,70,0,,MATERIALS
CQS CAYMAN LP,Hologic Inc.,HOLX,12/31/11,PRN,1500000,1434000,1500000,1424000,0.1166,0.1458,78,74,0,,HEALTH CARE
CQS CAYMAN LP,UNS Energy Corp,UNS,12/31/11,PRN,1300000,1432000,1300000,1405000,0.1164,0.1439,79,76,0,,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Ternium S.A. ADR,TX,12/31/11,SH,753480,1386000,0,0,0.1127,,80,999999,,new,MATERIALS
CQS CAYMAN LP,Uranerz Energy Corp,URZ,12/31/11,SH,650000,1183000,650000,891000,0.0962,0.0912,81,84,0,,ENERGY
CQS CAYMAN LP,Covanta Holding Corp.,CVA,12/31/11,SH,84923,1163000,56546,859000,0.0945,0.088,82,86,50.1839,addition,INDUSTRIALS
CQS CAYMAN LP,Pengrowth Energy Corp. Class A,PGH,12/31/11,SH,110000,1154000,60000,539000,0.0938,0.0552,83,92,83.3333,addition,ENERGY
CQS CAYMAN LP,"National Westminster Bank, 7.763% Noncumul Pref Shares, Series C ADR",NWPRC,12/31/11,SH,65000,1091000,65000,1158000,0.0887,0.1186,84,79,0,,FINANCE
CQS CAYMAN LP,"Annaly Mortgage Management, Inc.",NLY,12/31/11,SH,64200,1025000,0,0,0.0833,,85,999999,,new,FINANCE
CQS CAYMAN LP,Microsoft Corp.,MSFT,12/31/11,SH,39301,1020000,0,0,0.0829,,86,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Gran Tierra Energy, Inc.",GTE,12/31/11,SH,200000,964000,200000,945000,0.0784,0.0968,87,83,0,,ENERGY
CQS CAYMAN LP,Huntsman Corp,HUN,12/31/11,SH,80151,802000,80151,775000,0.0652,0.0794,88,88,0,,MATERIALS
CQS CAYMAN LP,"KeyCorp, Inc. (OH)",KEY,12/31/11,SH,100000,769000,100000,593000,0.0625,0.0607,89,90,0,,FINANCE
CQS CAYMAN LP,Eldorado Gold Corp. ADR,EGO,12/31/11,SH,50000,683000,150000,2578000,0.0555,0.264,90,59,-66.6667,reduction,MATERIALS
CQS CAYMAN LP,Rio Tinto plc (NYSE),RIO,12/31/11,SH,54120,659000,119600,1339000,0.0536,0.1371,91,78,-54.7492,reduction,MATERIALS
CQS CAYMAN LP,Wave Systems Corp. A,WAVX,12/31/11,SH,75000,651000,75000,702000,0.0529,0.0719,92,89,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Companhia Vale de Rio Doce S.A. ADR,VALE,12/31/11,SH,30100,646000,0,0,0.0525,,93,999999,,new,MATERIALS
CQS CAYMAN LP,"Cohen & Steers REIT and Preferred Income Fund, Inc.",RNP,12/31/11,SH,41670,590000,20620,265000,0.048,0.0271,94,100,102.0854,addition,FINANCE
CQS CAYMAN LP,"Simon Property Group, Inc.",SPG,12/31/11,SH,4000,516000,0,0,0.0419,,95,999999,,new,FINANCE
CQS CAYMAN LP,MasTec Inc.,MTZ,12/31/11,SH,28309,492000,0,0,0.04,,96,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,UR Energy Inc,URG,12/31/11,SH,550000,469000,550000,497000,0.0381,0.0509,97,95,0,,MATERIALS
CQS CAYMAN LP,"Johnson Controls, Inc.",JCI,12/31/11,SH,14272,446000,12900,340000,0.0363,0.0348,98,96,10.6357,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Itron, Inc.",ITRI,12/31/11,SH,8773,314000,0,0,0.0255,,99,999999,,new,INFORMATION TECHNOLOGY
