filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent
SOROS FUND MANAGEMENT LLC,Rogers Communications Inc. Class B (NYSE),RCI,6/30/01,PRN,48000000,18720000,56000000,20790000,1.1882
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,6/30/01,SH,507218,18513000,34000,930000,1.1751
SOROS FUND MANAGEMENT LLC,Juniper Networks Inc,JNPR,6/30/01,PRN,25471000,18020000,39116000,28261000,1.1438
SOROS FUND MANAGEMENT LLC,Magna International Inc. Class A,MGA,6/30/01,SH,560200,17223000,560200,12957000,1.0932
SOROS FUND MANAGEMENT LLC,Dial Global Inc. Class A,DIAL,6/30/01,SH,456500,16822000,545200,12551000,1.0678
SOROS FUND MANAGEMENT LLC,Alza Corp,AZA.A,6/30/01,PRN,12800000,16256000,12800000,13544000,1.0318
SOROS FUND MANAGEMENT LLC,FedEx Corporation,FDX,6/30/01,SH,386400,15533000,386400,16105000,0.9859
SOROS FUND MANAGEMENT LLC,Texaco Inc.,TX,6/30/01,SH,213800,14239000,930800,61805000,0.9038
SOROS FUND MANAGEMENT LLC,Sepracor Inc.,SEPR,6/30/01,PRN,17500000,13918000,20500000,13643000,0.8834
SOROS FUND MANAGEMENT LLC,Lattice Semconductor Corp.,LSCC,6/30/01,PRN,9950000,13520000,9950000,11045000,0.8582
SOROS FUND MANAGEMENT LLC,Ann Inc,ANN,6/30/01,PRN,51750000,13441000,80102250,17600000,0.8532
SOROS FUND MANAGEMENT LLC,Microtune Inc,TUNE,6/30/01,SH,599573,13191000,2644660,20661000,0.8373
SOROS FUND MANAGEMENT LLC,Integrated Device Technology Inc.,IDTI,6/30/01,SH,402300,12749000,317700,9407000,0.8092
SOROS FUND MANAGEMENT LLC,"Avnet, Inc",AVT,6/30/01,SH,529100,11862000,482500,9891000,0.7529
SOROS FUND MANAGEMENT LLC,Cypress Semiconductor Corp,CY,6/30/01,SH,477000,11376000,460000,8156000,0.7221
SOROS FUND MANAGEMENT LLC,Mirant TR I Pfd CV S,MIRPQ,6/30/01,SH,150000,10835000,200000,14804000,0.6877
SOROS FUND MANAGEMENT LLC,Tenet Healthcare Corp.,THC,6/30/01,SH,78150,10752000,44625,5236000,0.6825
SOROS FUND MANAGEMENT LLC,Sanmina Corp.,SANM,6/30/01,PRN,5000010,10688000,1916670,3809000,0.6784
SOROS FUND MANAGEMENT LLC,Dean Foods Inc. (New),DF,6/30/01,SH,149550,10376000,88500,5675000,0.6586
SOROS FUND MANAGEMENT LLC,Arrow Electronics Corp.,ARW,6/30/01,SH,426200,10352000,375500,8486000,0.6571
SOROS FUND MANAGEMENT LLC,LNR Property Corp.,LNR,6/30/01,SH,286700,10035000,0,0,0.637
SOROS FUND MANAGEMENT LLC,"Quanta Services, Inc.",PWR,6/30/01,SH,450500,9929000,410500,9162000,0.6302
SOROS FUND MANAGEMENT LLC,Solectron Corp.,SLR,6/30/01,PRN,19950000,9900000,88450000,43895000,0.6284
SOROS FUND MANAGEMENT LLC,Tosco Corp.,TOS,6/30/01,SH,213500,9405000,63000,2694000,0.597
SOROS FUND MANAGEMENT LLC,Ivax Corporation,IVAX,6/30/01,PRN,8000000,9360000,0,0,0.5941
SOROS FUND MANAGEMENT LLC,Genzyme Corp.,GENZ,6/30/01,PRN,8500000,9155000,0,0,0.5811
SOROS FUND MANAGEMENT LLC,Cypress Semiconductor Corp,CY,6/30/01,PRN,10000000,9117000,26000000,20780000,0.5787
SOROS FUND MANAGEMENT LLC,IMRGlobal Corp.,IMRS,6/30/01,SH,806900,8819000,264500,1488000,0.5598
SOROS FUND MANAGEMENT LLC,"Harcourt General, Inc.",H,6/30/01,SH,148800,8659000,101900,5673000,0.5496
SOROS FUND MANAGEMENT LLC,Collagenex Pharmaceuticals Inc.,CGPI,6/30/01,SH,1000000,8200000,1200000,6000000,0.5205
SOROS FUND MANAGEMENT LLC,MiniMed Inc.,MNMD,6/30/01,SH,167800,8054000,0,0,0.5112
SOROS FUND MANAGEMENT LLC,WellPoint Health Networks Inc. Class A,WLP,6/30/01,SH,84700,7982000,0,0,0.5066
SOROS FUND MANAGEMENT LLC,Hilton Hotels Corp.,HLT,6/30/01,SH,686600,7965000,420000,4389000,0.5056
SOROS FUND MANAGEMENT LLC,SPX Corp.,SPW,6/30/01,SH,126800,7936000,0,0,0.5037
SOROS FUND MANAGEMENT LLC,BJ Services Co.,BJS,6/30/01,SH,274164,7781000,230258,16394000,0.4939
SOROS FUND MANAGEMENT LLC,i2 Technologies Inc.,ITWO,6/30/01,PRN,8750000,7714000,5000000,3959000,0.4896
SOROS FUND MANAGEMENT LLC,Pride  International Inc.,PDE,6/30/01,PRN,17850000,7625000,14350000,6453000,0.484
SOROS FUND MANAGEMENT LLC,Cameron International Corp.,CAM,6/30/01,PRN,40000000,7313000,0,0,0.4642
SOROS FUND MANAGEMENT LLC,EXPRESS SCRIPTS AUTOMATIC EXCHANGE SECURITY TRUS,ESAES-NF,6/30/01,SH,75000,7290000,50000,4141000,0.4627
SOROS FUND MANAGEMENT LLC,StanCorp Financial Group,SFG,6/30/01,SH,285000,6753000,170000,3579000,0.4286
SOROS FUND MANAGEMENT LLC,IBP Inc.,IBP,6/30/01,SH,264100,6669000,231700,3800000,0.4233
SOROS FUND MANAGEMENT LLC,"EZChip Semiconductor, Ltd.",EZCH,6/30/01,SH,716485,6613000,716485,4433000,0.4198
SOROS FUND MANAGEMENT LLC,Ensco Plc ADR,ESV,6/30/01,SH,280734,6569000,469503,16433000,0.417
SOROS FUND MANAGEMENT LLC,"Intermedia Communications, Inc.",ICIX,6/30/01,SH,422500,6295000,881000,15308000,0.3996
SOROS FUND MANAGEMENT LLC,Halliburton Co.,HAL,6/30/01,SH,351112,6250000,589206,10827000,0.3967
SOROS FUND MANAGEMENT LLC,"Newport News Shipbuilding, Inc.",NNS,6/30/01,SH,101600,6223000,0,0,0.395
SOROS FUND MANAGEMENT LLC,"Bergen Brunswig Corp., Class A",BBC.A,6/30/01,SH,322400,6197000,80000,1328000,0.3933
SOROS FUND MANAGEMENT LLC,"GPU, Inc.",GPU,6/30/01,SH,176200,6193000,0,0,0.3931
SOROS FUND MANAGEMENT LLC,"International Game Technology, Inc.",IGT,6/30/01,SH,94600,5936000,0,0,0.3768
SOROS FUND MANAGEMENT LLC,"American Tower Corp., Class A",AMT,6/30/01,PRN,7000000,5801000,18000000,14006000,0.3682
SOROS FUND MANAGEMENT LLC,"Vertex Pharmaceuticals, Inc.",VRTX,6/30/01,PRN,7000000,5793000,6000000,4241000,0.3677
SOROS FUND MANAGEMENT LLC,Noble Corporation,NE,6/30/01,SH,350914,5746000,588874,13591000,0.3647
SOROS FUND MANAGEMENT LLC,Cephalon Inc.,CEPH,6/30/01,PRN,5000000,5651000,0,0,0.3587
SOROS FUND MANAGEMENT LLC,Verizon Communications,VZ,6/30/01,PRN,10500000,5642000,0,0,0.3581
SOROS FUND MANAGEMENT LLC,AES Corp. (The),AES,6/30/01,PRN,3500000,5627000,5000000,9408000,0.3572
SOROS FUND MANAGEMENT LLC,Rowan Companies Plc,RDC,6/30/01,SH,241043,5327000,404124,11113000,0.3381
SOROS FUND MANAGEMENT LLC,Concord EFS Inc.,CE,6/30/01,SH,100000,5201000,0,0,0.3301
SOROS FUND MANAGEMENT LLC,Ortec International Inc,ORTC,6/30/01,SH,722328,4731000,722328,5688000,0.3003
SOROS FUND MANAGEMENT LLC,Cameron International Corp.,CAM,6/30/01,SH,336096,4689000,566092,7642000,0.2976
SOROS FUND MANAGEMENT LLC,HCA Inc. (New),HCA,6/30/01,SH,100000,4519000,126000,5074000,0.2868
SOROS FUND MANAGEMENT LLC,ACR Group Inc,BRR,6/30/01,SH,74987,4424000,10000,601000,0.2808
SOROS FUND MANAGEMENT LLC,Delphi Corp. (Old),DPHIQ.PK,6/30/01,SH,277500,4420000,0,0,0.2806
SOROS FUND MANAGEMENT LLC,Schering-Plough Inc.,SGP,6/30/01,SH,120000,4349000,360000,13151000,0.276
SOROS FUND MANAGEMENT LLC,Chieftain International Inc.,CID,6/30/01,SH,150000,4311000,0,0,0.2736
SOROS FUND MANAGEMENT LLC,Visteon Corp. (Old),VSTOZ,6/30/01,SH,233700,4295000,0,0,0.2726
SOROS FUND MANAGEMENT LLC,Providian Financial Corp.,PVN,6/30/01,SH,72000,4262000,0,0,0.2705
SOROS FUND MANAGEMENT LLC,Reebok International Ltd,RBK,6/30/01,SH,133000,4249000,0,0,0.2697
SOROS FUND MANAGEMENT LLC,Burlington Northern Santa Fe Corp.,BNI,6/30/01,SH,140200,4230000,0,0,0.2685
SOROS FUND MANAGEMENT LLC,Bluefly Inc,BFLY,6/30/01,SH,413808,4179000,413808,5173000,0.2653
SOROS FUND MANAGEMENT LLC,"CrossWorlds Software, Inc.",CWLD,6/30/01,SH,1321586,4097000,1321586,4546000,0.2601
SOROS FUND MANAGEMENT LLC,Electronic Data Systems Corp. (New),EDS,6/30/01,SH,64900,4056000,0,0,0.2575
SOROS FUND MANAGEMENT LLC,Transocean Ltd,RIG,6/30/01,SH,97673,4029000,164350,7125000,0.2557
SOROS FUND MANAGEMENT LLC,Remedy Corp.,RMDY,6/30/01,SH,115000,4002000,0,0,0.254
SOROS FUND MANAGEMENT LLC,"Texas Instruments, Inc.",TXN,6/30/01,SH,125000,3938000,0,0,0.25
SOROS FUND MANAGEMENT LLC,Cendant Corp,CD,6/30/01,SH,200000,3900000,299000,4362000,0.2475
SOROS FUND MANAGEMENT LLC,Equifax Inc.,EFX,6/30/01,SH,105300,3862000,0,0,0.2451
SOROS FUND MANAGEMENT LLC,Capital One Financial Corp.,COF,6/30/01,SH,64000,3840000,0,0,0.2437
SOROS FUND MANAGEMENT LLC,McKesson Corp. (New),MCK,6/30/01,SH,102300,3797000,136800,3659000,0.241
SOROS FUND MANAGEMENT LLC,Ultramar Diamond Shamrock Corp.,UDS,6/30/01,SH,80000,3780000,0,0,0.2399
SOROS FUND MANAGEMENT LLC,"Global Marine, Inc.",GLM,6/30/01,SH,197446,3678000,331212,8479000,0.2335
SOROS FUND MANAGEMENT LLC,"Nautica Enterprises, Inc.",NAUT,6/30/01,SH,175000,3575000,0,0,0.2269
SOROS FUND MANAGEMENT LLC,Corridor Communications Inc.,CORR,6/30/01,PRN,3500000,3469000,0,0,0.2202
SOROS FUND MANAGEMENT LLC,TJX Companies Inc. (New),TJX,6/30/01,SH,427600,3407000,0,0,0.2163
SOROS FUND MANAGEMENT LLC,"Lamar Advertising Co, Class A",LAMR,6/30/01,PRN,3000000,3404000,3000000,3045000,0.2161
SOROS FUND MANAGEMENT LLC,"Sears, Roebuck & Co.",SRJ,6/30/01,SH,80000,3385000,0,0,0.2149
SOROS FUND MANAGEMENT LLC,Deltic Timber Corp.,DEL,6/30/01,SH,114300,3292000,0,0,0.209
SOROS FUND MANAGEMENT LLC,Lennar Corp. Class A,LEN,6/30/01,SH,156400,3261000,0,0,0.207
SOROS FUND MANAGEMENT LLC,"Waste Management, Inc. (Old)",WM,6/30/01,SH,100000,3082000,30000,741000,0.1956
SOROS FUND MANAGEMENT LLC,"Jos. A. Bank Clothiers, Inc.",JOSB,6/30/01,SH,2167037,3051000,2167037,3544000,0.1937
SOROS FUND MANAGEMENT LLC,Digital Island Inc.,ISLD,6/30/01,PRN,3000000,2993000,11580000,3279000,0.19
SOROS FUND MANAGEMENT LLC,Barnes & Noble Inc,BKS,6/30/01,SH,75000,2951000,0,0,0.1873
SOROS FUND MANAGEMENT LLC,TriQuint Semiconductor Inc.,TQNT,6/30/01,PRN,4000000,2920000,1500000,923000,0.1853
SOROS FUND MANAGEMENT LLC,IAC/InterActiveCorp,IACI,6/30/01,SH,25000,2819000,0,0,0.1789
SOROS FUND MANAGEMENT LLC,Mattel Inc.,MAT,6/30/01,SH,148000,2800000,173000,3069000,0.1777
SOROS FUND MANAGEMENT LLC,Galileo International Inc.,GLC,6/30/01,SH,85700,2785000,0,0,0.1768
SOROS FUND MANAGEMENT LLC,Quaker Oats,OAT,6/30/01,SH,30000,2738000,0,0,0.1738
SOROS FUND MANAGEMENT LLC,Golden Telecom Inc,GLDN,6/30/01,SH,195333,2735000,195333,1930000,0.1736
SOROS FUND MANAGEMENT LLC,"Rosetta Inpharmatics, Inc.",RSTA,6/30/01,SH,175050,2713000,0,0,0.1722
SOROS FUND MANAGEMENT LLC,SPX Corp.,SPW,6/30/01,PRN,8000000,2685000,22000000,6050000,0.1704
SOROS FUND MANAGEMENT LLC,JPMorgan Chase & Co.,JPM,6/30/01,SH,60000,2676000,50000,2245000,0.1699
SOROS FUND MANAGEMENT LLC,"Time Warner, Inc. (New)",TWX,6/30/01,SH,16667,2650000,27933,3365000,0.1682
SOROS FUND MANAGEMENT LLC,Schlumberger Ltd.,SLB,6/30/01,SH,100000,2633000,448830,12929000,0.1671
SOROS FUND MANAGEMENT LLC,"Jabil Circuit, Inc.",JBL,6/30/01,PRN,2500000,2611000,0,0,0.1657
SOROS FUND MANAGEMENT LLC,"VimpelCom, Ltd.",VIP,6/30/01,SH,174935,2584000,174935,2159000,0.164
SOROS FUND MANAGEMENT LLC,Diamond Offshore Drilling,DO,6/30/01,SH,77732,2569000,130000,5116000,0.1631
SOROS FUND MANAGEMENT LLC,America Movil S.A.B. de C.V. ADS,AMX,6/30/01,SH,729000,2534000,0,0,0.1608
SOROS FUND MANAGEMENT LLC,Georgia-Pacific Timber Co.,TGP,6/30/01,SH,70200,2510000,0,0,0.1593
SOROS FUND MANAGEMENT LLC,NVIDIA Corp.,NVDA,6/30/01,PRN,12000000,2488000,0,0,0.1579
SOROS FUND MANAGEMENT LLC,Dell Inc.,DELL,6/30/01,SH,93400,2487000,200000,5138000,0.1579
SOROS FUND MANAGEMENT LLC,Norfolk Southern Corp.,NSC,6/30/01,SH,120000,2484000,0,0,0.1577
SOROS FUND MANAGEMENT LLC,Honeywell International Inc.,HON,6/30/01,SH,70000,2449000,170000,6936000,0.1554
SOROS FUND MANAGEMENT LLC,Arbitron Inc. (New),ARB,6/30/01,SH,100000,2410000,0,0,0.153
SOROS FUND MANAGEMENT LLC,Apple Inc,AAPL,6/30/01,SH,1400000,2325000,0,0,0.1476
SOROS FUND MANAGEMENT LLC,Napster Inc,NAPS,6/30/01,SH,176600,2296000,0,0,0.1457
SOROS FUND MANAGEMENT LLC,RadioShack Corp,RSH,6/30/01,SH,75000,2288000,0,0,0.1452
SOROS FUND MANAGEMENT LLC,Brinks Company (The),BCO,6/30/01,SH,99600,2220000,0,0,0.1409
SOROS FUND MANAGEMENT LLC,"Genentech, Inc.",DNA,6/30/01,SH,40000,2204000,0,0,0.1399
SOROS FUND MANAGEMENT LLC,Allstate Corp.,ALL,6/30/01,SH,50000,2200000,0,0,0.1396
SOROS FUND MANAGEMENT LLC,"Talbots, Inc.",TLB,6/30/01,SH,50000,2188000,0,0,0.1389
SOROS FUND MANAGEMENT LLC,Apache Corp. $2.015 Series C Depository Shares,APAPRC,6/30/01,SH,50000,2181000,75000,3689000,0.1384
SOROS FUND MANAGEMENT LLC,Biovail Corporation,BVF,6/30/01,SH,50000,2175000,0,0,0.1381
SOROS FUND MANAGEMENT LLC,Fox Entertainment Group Class A,FOX,6/30/01,SH,77000,2148000,0,0,0.1363
SOROS FUND MANAGEMENT LLC,Pointer Telocation,PNTR,6/30/01,SH,9617,2145000,9617,5409000,0.1362
SOROS FUND MANAGEMENT LLC,Eastman Kodak Co. (Old),EKDKQ,6/30/01,SH,44600,2082000,69200,2760000,0.1322
SOROS FUND MANAGEMENT LLC,LSI Corp. (CA),LSI,6/30/01,PRN,1521000,2061000,11000000,13283000,0.1308
SOROS FUND MANAGEMENT LLC,Luxottica Group S.p.A.,LUX,6/30/01,SH,128100,2050000,0,0,0.1301
SOROS FUND MANAGEMENT LLC,Donnelley (R. R.) & Sons,RRD,6/30/01,SH,68000,2020000,0,0,0.1282
SOROS FUND MANAGEMENT LLC,United States Steel Corp. (New),X,6/30/01,SH,100000,2015000,0,0,0.1279
SOROS FUND MANAGEMENT LLC,Cabot Corp.,CBT,6/30/01,SH,55800,2010000,55800,1758000,0.1276
SOROS FUND MANAGEMENT LLC,K-Mart Corp.,KM,6/30/01,SH,175000,2007000,0,0,0.1274
SOROS FUND MANAGEMENT LLC,SPDR Dow Jones Industrial Average ETF Trust,DIA,6/30/01,SH,18750,1973000,0,0,0.1252
SOROS FUND MANAGEMENT LLC,"Quest Diagnostics, Inc.",DGX,6/30/01,SH,51600,1931000,320000,7110000,0.1226
SOROS FUND MANAGEMENT LLC,Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,6/30/01,SH,30000,1931000,15000,293000,0.1226
SOROS FUND MANAGEMENT LLC,Abbott Laboratories,ABT,6/30/01,SH,40000,1920000,0,0,0.1219
SOROS FUND MANAGEMENT LLC,Tubos de Acero Mexicano,TAMSA-NF,6/30/01,SH,151500,1916000,133500,1462000,0.1216
SOROS FUND MANAGEMENT LLC,Federated Department Stores Inc,FDS,6/30/01,SH,45000,1913000,0,0,0.1214
SOROS FUND MANAGEMENT LLC,"Alliance Forest Products, Inc.",PFA,6/30/01,SH,120000,1903000,0,0,0.1208
SOROS FUND MANAGEMENT LLC,Manor Care Inc. (New),HCR,6/30/01,SH,59700,1895000,59700,1218000,0.1203
SOROS FUND MANAGEMENT LLC,Quintiles Transnational Corp.,QTRN,6/30/01,SH,75000,1894000,0,0,0.1202
SOROS FUND MANAGEMENT LLC,WorldCom Inc.-WorldCom Group,WCOEQ,6/30/01,SH,125000,1870000,140000,2616000,0.1187
SOROS FUND MANAGEMENT LLC,Varco International Inc. (DE),VRC,6/30/01,SH,100000,1861000,101000,2086000,0.1181
SOROS FUND MANAGEMENT LLC,John Hancock Financial Services Inc.,JHF,6/30/01,SH,45000,1812000,50000,1923000,0.115
SOROS FUND MANAGEMENT LLC,Guidant Corp,GDT,6/30/01,SH,50000,1800000,0,0,0.1143
SOROS FUND MANAGEMENT LLC,Transwitch Corp.,TXCCQ,6/30/01,PRN,312500,1778000,625000,3341000,0.1129
SOROS FUND MANAGEMENT LLC,Gilead Sciences Inc.,GILD,6/30/01,SH,480000,1746000,960000,1950000,0.1108
SOROS FUND MANAGEMENT LLC,Mercury Interactive Corp.,MERQ.PK,6/30/01,PRN,2000000,1722000,4000000,2953000,0.1093
SOROS FUND MANAGEMENT LLC,"Public Service Enterprise Group, Inc.",PEG,6/30/01,SH,35000,1712000,0,0,0.1087
SOROS FUND MANAGEMENT LLC,"Nexcen Brands, Inc.",NEXC,6/30/01,PRN,3000000,1710000,4000000,1960000,0.1085
SOROS FUND MANAGEMENT LLC,Boston Scientific Inc.,BSX,6/30/01,SH,200000,1700000,500000,5045000,0.1079
SOROS FUND MANAGEMENT LLC,SAKS Inc.,SKS,6/30/01,SH,175000,1680000,0,0,0.1066
SOROS FUND MANAGEMENT LLC,"Pharmaceutical Product Development, Inc.",PPDI,6/30/01,SH,110000,1678000,0,0,0.1065
SOROS FUND MANAGEMENT LLC,Bristol-Myers Squibb,BMY,6/30/01,SH,30000,1569000,0,0,0.0996
SOROS FUND MANAGEMENT LLC,"Lucent Technologies, Inc.",LU,6/30/01,SH,250000,1550000,28205,281000,0.0984
SOROS FUND MANAGEMENT LLC,Compaq Computer Corp.,CPQ,6/30/01,SH,100000,1549000,0,0,0.0983
SOROS FUND MANAGEMENT LLC,Foot Locker Inc.,FL,6/30/01,SH,100000,1530000,0,0,0.0971
SOROS FUND MANAGEMENT LLC,"Willamette Industries, Inc.",WLL,6/30/01,SH,30200,1495000,29300,1348000,0.0949
SOROS FUND MANAGEMENT LLC,Ciena Corp,CIEN,6/30/01,PRN,285714,1476000,500000,2691000,0.0937
SOROS FUND MANAGEMENT LLC,COMCAST HLDGS INC ZERO PREM OPT NT,CCZMP,6/30/01,SH,32911,1428000,0,0,0.0906
SOROS FUND MANAGEMENT LLC,Homestake Mining,HM,6/30/01,SH,180000,1426000,0,0,0.0905
SOROS FUND MANAGEMENT LLC,Devon Energy Corp. (New),DVN,6/30/01,PRN,6000000,1421000,24000000,5895000,0.0902
SOROS FUND MANAGEMENT LLC,OSI Pharmaceuticals Inc.,OSIP,6/30/01,SH,26900,1415000,0,0,0.0898
SOROS FUND MANAGEMENT LLC,Altera Corp.,ALTR,6/30/01,SH,47600,1380000,0,0,0.0876
SOROS FUND MANAGEMENT LLC,"Circuit City Stores, Inc.",CCTYQ,6/30/01,SH,75000,1350000,0,0,0.0857
SOROS FUND MANAGEMENT LLC,RCN Corp (New),RCNI,6/30/01,SH,243186,1335000,243186,1466000,0.0847
SOROS FUND MANAGEMENT LLC,Abercrombie & Fitch Co.,ANF,6/30/01,SH,30000,1335000,0,0,0.0847
SOROS FUND MANAGEMENT LLC,Arel Communications & Software Ltd,ARLCF,6/30/01,SH,722500,1301000,722500,1422000,0.0826
SOROS FUND MANAGEMENT LLC,Lincoln National Corp.,LNC,6/30/01,SH,25000,1294000,50000,2124000,0.0821
SOROS FUND MANAGEMENT LLC,Johnson & Johnson Co.,JNJ,6/30/01,SH,25000,1250000,0,0,0.0793
SOROS FUND MANAGEMENT LLC,First Health Group Corp.,FHCC,6/30/01,SH,50000,1206000,0,0,0.0765
SOROS FUND MANAGEMENT LLC,"Pfizer, Inc.",PFE,6/30/01,SH,30000,1202000,56500,2314000,0.0763
SOROS FUND MANAGEMENT LLC,Houghton Mifflin Company,HTN,6/30/01,SH,20000,1199000,0,0,0.0761
SOROS FUND MANAGEMENT LLC,"Smith International, Inc.",SII,6/30/01,SH,19723,1181000,33985,2386000,0.075
SOROS FUND MANAGEMENT LLC,"Wyeth, Inc.",WYE,6/30/01,SH,20000,1169000,0,0,0.0742
SOROS FUND MANAGEMENT LLC,Redback Networks Inc.,RBAK,6/30/01,PRN,2000000,1164000,0,0,0.0739
SOROS FUND MANAGEMENT LLC,PowerShares QQQ Trust - Unit Series 1,QQQ,6/30/01,SH,25000,1143000,15600000,610740000,0.0726
SOROS FUND MANAGEMENT LLC,Covance Inc.,CVD,6/30/01,SH,50000,1133000,0,0,0.0719
SOROS FUND MANAGEMENT LLC,Borders Group Inc.,BGPIQ,6/30/01,SH,50000,1120000,0,0,0.0711
SOROS FUND MANAGEMENT LLC,AT&T Corp.,T,6/30/01,SH,50800,1118000,63900,1361000,0.071
SOROS FUND MANAGEMENT LLC,"Office Depot, Inc.",ODP,6/30/01,SH,100000,1038000,0,0,0.0659
SOROS FUND MANAGEMENT LLC,Applied Materials Inc.,AMAT,6/30/01,SH,40000,982000,0,0,0.0623
SOROS FUND MANAGEMENT LLC,Embraer S.A.,ERJ,6/30/01,SH,25000,976000,0,0,0.062
SOROS FUND MANAGEMENT LLC,Sherwin-Williams Co.,SHW,6/30/01,SH,42800,950000,0,0,0.0603
SOROS FUND MANAGEMENT LLC,Medicalogic Medscape Inc,MDLI,6/30/01,SH,1568421,925000,1568421,2400000,0.0587
SOROS FUND MANAGEMENT LLC,Vignette Corp,VIGN,6/30/01,SH,100000,887000,0,0,0.0563
SOROS FUND MANAGEMENT LLC,EMC Corp.,EMC,6/30/01,SH,30000,872000,0,0,0.0553
SOROS FUND MANAGEMENT LLC,Amazon.com Inc.,AMZN,6/30/01,SH,60000,849000,0,0,0.0539
SOROS FUND MANAGEMENT LLC,Motorola Solutions Inc,MSI,6/30/01,SH,50000,828000,0,0,0.0526
SOROS FUND MANAGEMENT LLC,Global Crossing Ltd (New),GLBC,6/30/01,SH,20000,796000,20000,1087000,0.0505
SOROS FUND MANAGEMENT LLC,Titan Pharmaceuticals Inc.,TTNP,6/30/01,SH,25000,750000,0,0,0.0476
SOROS FUND MANAGEMENT LLC,Grey Wolf Inc,GW,6/30/01,SH,185000,740000,100000,650000,0.047
SOROS FUND MANAGEMENT LLC,"Lowes Companies, Inc.",LOW,6/30/01,SH,40000,726000,0,0,0.0461
SOROS FUND MANAGEMENT LLC,Continucare Corp,CNU,6/30/01,SH,2250000,720000,2250000,675000,0.0457
SOROS FUND MANAGEMENT LLC,Ralston Purina Company,RAL,6/30/01,SH,20000,600000,0,0,0.0381
SOROS FUND MANAGEMENT LLC,"AutoNation, Inc.",AN,6/30/01,SH,50000,580000,0,0,0.0368
SOROS FUND MANAGEMENT LLC,Aracruz Celulose S.A. ADR,ARA,6/30/01,SH,30900,578000,30900,408000,0.0367
SOROS FUND MANAGEMENT LLC,U.S. Bancorp (New),USB,6/30/01,SH,25000,570000,0,0,0.0362
SOROS FUND MANAGEMENT LLC,"Coca-Cola FEMSA, S.A.B. de C.V. ADR",KOF,6/30/01,SH,23000,568000,105800,2026000,0.0361
SOROS FUND MANAGEMENT LLC,"Freeport-McMoRan Copper and Gold, Inc. Class B",FCX,6/30/01,SH,110000,552000,0,0,0.035
SOROS FUND MANAGEMENT LLC,Shire Plc ADS,SHPG,6/30/01,SH,9700,538000,9700,424000,0.0341
SOROS FUND MANAGEMENT LLC,Fibria Celse ADR,FBR,6/30/01,SH,89000,538000,89000,436000,0.0341
SOROS FUND MANAGEMENT LLC,Companhia Paranaense De Energia - COPEL,ELP,6/30/01,SH,69000,518000,0,0,0.0329
SOROS FUND MANAGEMENT LLC,"Plum Creek Timber Co., Inc.",PCL,6/30/01,SH,18000,506000,108300,2621000,0.0321
SOROS FUND MANAGEMENT LLC,Alcoa Inc,AA,6/30/01,SH,12508,493000,0,0,0.0313
SOROS FUND MANAGEMENT LLC,"CommScope, Inc.",CTV,6/30/01,SH,20400,479000,20400,340000,0.0304
SOROS FUND MANAGEMENT LLC,"McAfee, Inc.",MFE,6/30/01,SH,33900,422000,0,0,0.0268
SOROS FUND MANAGEMENT LLC,LSI Corp. (CA),LSI,6/30/01,SH,21300,400000,0,0,0.0254
SOROS FUND MANAGEMENT LLC,McMorAn Exploration Co,MMR,6/30/01,SH,25812,387000,0,0,0.0246
SOROS FUND MANAGEMENT LLC,"Clayton Homes, Inc.",CMH,6/30/01,SH,23700,373000,0,0,0.0237
SOROS FUND MANAGEMENT LLC,"Cisco Systems, Inc.",CSCO,6/30/01,SH,20000,364000,0,0,0.0231
SOROS FUND MANAGEMENT LLC,eMagin Corp,EMAN,6/30/01,SH,173566,364000,173566,434000,0.0231
SOROS FUND MANAGEMENT LLC,Coventry Health Care Inc.,CVH,6/30/01,SH,38925,349000,0,0,0.0222
SOROS FUND MANAGEMENT LLC,"Hot Topic, Inc.",HOTT,6/30/01,SH,15000,311000,0,0,0.0197
SOROS FUND MANAGEMENT LLC,Spacelabs Medical Inc.,SLMD,6/30/01,SH,23400,285000,0,0,0.0181
SOROS FUND MANAGEMENT LLC,McData Corp,MCDTA,6/30/01,SH,15000,263000,0,0,0.0167
SOROS FUND MANAGEMENT LLC,"URIGEN PHARMACEUTICALS, INC.",URGP,6/30/01,SH,1397,262000,0,0,0.0166
SOROS FUND MANAGEMENT LLC,"Humana, Inc.",HUM,6/30/01,SH,20000,197000,0,0,0.0125
SOROS FUND MANAGEMENT LLC,S1 Corp.,SONE,6/30/01,SH,10600,148000,0,0,0.0094
SOROS FUND MANAGEMENT LLC,AVAX Technologies Inc,AVXT,6/30/01,SH,98876,89000,98876,77000,0.0056
SOROS FUND MANAGEMENT LLC,General Electric Co,GE,6/30/01,SH,0,0,82500,3453000,
SOROS FUND MANAGEMENT LLC,"Altria Group, Inc.",MO,6/30/01,SH,0,0,50000,2373000,
SOROS FUND MANAGEMENT LLC,"Best Buy Co., Inc.",BBY,6/30/01,SH,0,0,112500,1798000,
SOROS FUND MANAGEMENT LLC,Boeing Company,BA,6/30/01,SH,0,0,50000,2786000,
SOROS FUND MANAGEMENT LLC,United Technologies Corp.,UTX,6/30/01,SH,0,0,50000,1833000,
